Date,Conversions - Channel 1,Conversions - Channel 2,Conversions - Channel 3,Conversions - Channel 4,Conversions - Channel 5,Conversions - Channel 6,Conversions - Organic,Spend - Channel 1,Spend - Channel 2
9/10/2017,118,18,4,46,56,0,3162,5077.6,1066.38
9/11/2017,116,24,2,48,64,4,3426,5030.02,1051.34
9/12/2017,106,32,10,36,70,8,3814,5182.42,1033.64
9/13/2017,120,58,4,36,52,6,3578,5190.045852,1002.86
9/14/2017,152,34,14,40,82,4,3726,5186.22,983.46
9/15/2017,164,18,2,40,38,4,868,5082.96,1010.12
9/16/2017,162,30,6,38,24,4,1102,5076.02,987.66
9/17/2017,92,28,12,24,42,4,2920,4317.98,1050.42
9/18/2017,78,38,28,28,68,8,3326,4116.02,1043.24
9/19/2017,86,38,22,26,70,4,3118,4104.083196,1024.96
9/20/2017,78,32,24,34,98,6,3404,4113.56,1030.78
9/21/2017,72,26,16,28,80,0,3338,4066.14,987.12
9/22/2017,90,8,4,32,42,2,738,4103.404682,958.56
9/23/2017,114,10,2,46,18,6,922,3979.36,981.02
9/24/2017,52,28,6,10,34,4,2552,4119.155946,1030.02
9/25/2017,82,30,4,24,62,2,2856,4127.73498,1027.86
9/26/2017,94,32,6,42,86,6,3156,4139.06,1014.3
9/27/2017,66,40,2,26,68,6,3144,4139.92,999.82
9/28/2017,68,26,2,32,76,2,3062,4128.702062,986.62
9/29/2017,70,14,4,34,42,2,666,4111.78,906.16
9/30/2017,68,14,10,14,22,0,822,4072.7,913.04
10/1/2017,52,36,6,20,18,2,2356,4990.3,1004.98
10/2/2017,58,26,6,34,44,4,2780,4841.42,1001.4
10/3/2017,44,40,2,14,30,2,2776,4551.3,985.04
10/4/2017,54,18,4,22,22,2,2822,4485.36,987.8
10/5/2017,70,10,8,14,52,2,2786,4214.796282,978.64
10/6/2017,88,16,8,38,30,0,616,3767.74,960.46
10/7/2017,96,12,4,34,18,0,666,3832.864044,978.18
10/8/2017,60,18,18,24,28,0,1928,3952.227606,1019.48
10/9/2017,72,28,12,12,38,2,2318,4128.44375,1000.84
10/10/2017,74,18,8,20,32,4,2518,4108.53528,992.96
10/11/2017,86,42,10,26,36,6,2484,3469.05054,977.22
10/12/2017,68,24,8,10,48,0,2560,2961.264838,962.92
10/13/2017,98,16,4,32,24,0,576,3096.08,967.26
10/14/2017,100,8,14,14,14,0,594,3047.72,965.74
10/15/2017,76,28,6,18,28,2,2050,26183.52214,1026.68
10/16/2017,52,16,10,30,34,2,2418,5649.22,995.16
10/17/2017,58,32,2,8,22,0,2546,5690.537368,964.06
10/18/2017,110,32,10,18,90,2,2350,7923.01515,956.6
10/19/2017,120,16,8,18,90,0,2472,5727.011786,950.12
10/20/2017,130,6,2,12,48,0,576,8119.80889,967.94
10/21/2017,152,14,6,18,28,2,608,7710.638886,952.76
10/22/2017,144,20,10,20,40,2,1882,9731.441194,1009.72
10/23/2017,168,22,22,10,58,2,2364,10342.65504,994.56
10/24/2017,180,18,36,10,62,2,2582,9202.531406,1953.04
10/25/2017,216,10,4,12,64,4,2544,10501.29664,1787.62
10/26/2017,268,20,4,18,70,4,2586,11370.471,2943.74
10/27/2017,358,4,0,12,46,2,546,12169.50005,1551.98
10/28/2017,326,8,2,12,18,0,570,11919.54494,1663.36
10/29/2017,174,26,4,4,32,6,1776,10097.42514,2265.36
10/30/2017,138,28,12,10,38,6,2016,8323.313434,2231.9
10/31/2017,134,20,2,8,38,4,1704,8294.285134,1918.52
11/1/2017,172,28,0,12,92,4,2112,10445.31526,2475.12
11/2/2017,292,34,8,10,86,4,2358,11293.34991,2538.42
11/3/2017,530,10,2,2,40,2,688,17455.59527,2305.96
11/4/2017,716,20,0,12,16,0,838,24038.90016,2550.68
11/5/2017,474,32,2,10,30,4,2080,9460.669208,2715.98
11/6/2017,454,36,0,26,36,2,2334,11772.06269,2654.28
11/7/2017,360,40,0,16,64,4,2604,11303.97929,2699.1
11/8/2017,452,60,6,12,52,6,2684,25698.30998,2843.24
11/9/2017,670,30,4,18,82,0,2932,25772.69786,2843.24
11/10/2017,240,14,0,10,34,2,536,11155.14867,2667.96
11/11/2017,498,14,0,28,14,0,582,7509.61977,2434.54
11/12/2017,244,38,0,20,26,0,1420,15813.55035,2349.28
11/13/2017,116,42,2,16,56,0,2104,5731.44579,2860.96
11/14/2017,248,46,4,22,42,0,2244,7027.878678,2830.92
11/15/2017,410,52,2,8,50,6,2246,9694.843548,2919.3
11/16/2017,340,46,0,4,66,4,2148,15156.84104,3541.04
11/17/2017,514,26,0,2,36,2,590,11535.98458,2334.06
11/18/2017,430,20,2,8,16,0,464,15456.61239,1628.18
